parameter_set_id,scenario_id,sample_variant,initial_branch,trial_id,chain_depth,terminated_reason,P_initial_line,chain_transition_probability,probability_status,R1_LLR,R2_LFOR,R3_NVOR,R_CRI_basic,R_CRI_recomputed,scale_convention,source_file,note
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,27,6,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,4.33551852106494e-06,2.12983969850148e-05,4.79701349585868e-06,7.82039320881367e-06,7.82039320881366e-06,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,27,6,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,0.0433551852106494,0.212983969850148,0.0479701349585868,0.0782039320881367,0.0782039320881366,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,27,6,2,load_loss_threshold,1.1e-05,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,27,7,2,load_loss_threshold,1.1e-05,NaN,severity_only,0.39413804736954,1.93621790772862,0.436092135987153,0.710944837164879,0.710944837164879,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,27,7,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,4.33551852106494e-06,2.12983969850148e-05,4.79701349585868e-06,7.82039320881367e-06,7.82039320881366e-06,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,27,7,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,0.0433551852106494,0.212983969850148,0.0479701349585868,0.0782039320881367,0.0782039320881366,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,27,7,2,load_loss_threshold,1.1e-05,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,27,8,2,load_loss_threshold,1.1e-05,NaN,severity_only,0.353205750348164,6.34905397854476,0.436092135987153,1.56895267311528,1.56895267311528,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,27,8,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,3.8852632538298e-06,6.98395937639924e-05,4.79701349585868e-06,1.72584794042681e-05,1.72584794042681e-05,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,27,8,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,0.038852632538298,0.698395937639924,0.0479701349585868,0.172584794042681,0.172584794042681,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,27,8,2,load_loss_threshold,1.1e-05,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,27,9,2,load_loss_threshold,1.1e-05,NaN,severity_only,0.39413804736954,1.93621790772862,0.436092135987153,0.710944837164879,0.710944837164879,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,27,9,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,4.33551852106494e-06,2.12983969850148e-05,4.79701349585868e-06,7.82039320881367e-06,7.82039320881366e-06,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,27,9,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,0.0433551852106494,0.212983969850148,0.0479701349585868,0.0782039320881367,0.0782039320881366,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,27,9,2,load_loss_threshold,1.1e-05,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,27,10,2,load_loss_threshold,1.1e-05,NaN,severity_only,0.39413804736954,1.93621790772862,0.436092135987153,0.710944837164879,0.710944837164879,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,27,10,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,4.33551852106494e-06,2.12983969850148e-05,4.79701349585868e-06,7.82039320881367e-06,7.82039320881366e-06,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,27,10,2,load_loss_threshold,1.1e-05,NaN,initial_probability_only,0.0433551852106494,0.212983969850148,0.0479701349585868,0.0782039320881367,0.0782039320881366,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,27,10,2,load_loss_threshold,1.1e-05,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,28,1,1,powerflow_not_converged,0.000473,NaN,severity_only,1,1,1,1,1,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,28,1,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,0.000473,0.000473,0.000473,0.000473,0.000473,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,28,1,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,4.73,4.73,4.73,4.73,4.73,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,28,1,1,powerflow_not_converged,0.000473,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,28,2,1,powerflow_not_converged,0.000473,NaN,severity_only,1,1,1,1,1,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,28,2,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,0.000473,0.000473,0.000473,0.000473,0.000473,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,28,2,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,4.73,4.73,4.73,4.73,4.73,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,28,2,1,powerflow_not_converged,0.000473,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,28,3,1,powerflow_not_converged,0.000473,NaN,severity_only,1,1,1,1,1,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,28,3,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,0.000473,0.000473,0.000473,0.000473,0.000473,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,28,3,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,4.73,4.73,4.73,4.73,4.73,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,28,3,1,powerflow_not_converged,0.000473,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
benchmark_calibrated_seed,concentrated_bus34,severity_only,28,4,1,powerflow_not_converged,0.000473,NaN,severity_only,1,1,1,1,1,severity,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Severity-only comparator; not paper risk VaR.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_actual,28,4,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,0.000473,0.000473,0.000473,0.000473,0.000473,actual_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,R = P_initial_line * severity.
benchmark_calibrated_seed,concentrated_bus34,initial_probability_weighted_display,28,4,1,powerflow_not_converged,0.000473,NaN,initial_probability_only,4.73,4.73,4.73,4.73,4.73,paper_table_display_probability_divided_by_1e_minus_4,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,Display risk = P_initial_line * severity / 1e-4.
benchmark_calibrated_seed,concentrated_bus34,transition_probability_weighted,28,4,1,powerflow_not_converged,0.000473,NaN,missing_transition_probability,NaN,NaN,NaN,NaN,NaN,unavailable_transition_probability,C:\Users\24186\Documents\New project 13\results\calibration\formal_var_pilot\benchmark_calibrated_seed\concentrated_bus34\tables\markov_chain_summary.csv,No chain_transition_probability or chain_probability field in formal pilot chain summary; not fabricated.
